Date,Close
2007-09-17 00:00:00+00:00,4494.64990234375
2007-09-18 00:00:00+00:00,4546.2001953125
2007-09-19 00:00:00+00:00,4732.35009765625
2007-09-20 00:00:00+00:00,4747.5498046875
2007-09-21 00:00:00+00:00,4837.5498046875
2007-09-24 00:00:00+00:00,4932.2001953125
2007-09-25 00:00:00+00:00,4938.85009765625
2007-09-26 00:00:00+00:00,4940.5
2007-09-27 00:00:00+00:00,5000.5498046875
2007-09-28 00:00:00+00:00,5021.35009765625
2007-10-01 00:00:00+00:00,5068.9501953125
2007-10-03 00:00:00+00:00,5210.7998046875
2007-10-04 00:00:00+00:00,5208.64990234375
2007-10-05 00:00:00+00:00,5185.85009765625
2007-10-08 00:00:00+00:00,5085.10009765625
2007-10-09 00:00:00+00:00,5327.25
2007-10-10 00:00:00+00:00,5441.4501953125
2007-10-11 00:00:00+00:00,5524.85009765625
2007-10-12 00:00:00+00:00,5428.25
2007-10-15 00:00:00+00:00,5670.39990234375
2007-10-16 00:00:00+00:00,5668.0498046875
2007-10-17 00:00:00+00:00,5559.2998046875
2007-10-18 00:00:00+00:00,5351.0
2007-10-19 00:00:00+00:00,5215.2998046875
2007-10-22 00:00:00+00:00,5184.0
2007-10-23 00:00:00+00:00,5473.7001953125
2007-10-24 00:00:00+00:00,5496.14990234375
2007-10-25 00:00:00+00:00,5568.9501953125
2007-10-26 00:00:00+00:00,5702.2998046875
2007-10-29 00:00:00+00:00,5905.89990234375
2007-10-30 00:00:00+00:00,5868.75
2007-10-31 00:00:00+00:00,5900.64990234375
2007-11-01 00:00:00+00:00,5866.4501953125
2007-11-02 00:00:00+00:00,5932.39990234375
2007-11-05 00:00:00+00:00,5847.2998046875
2007-11-06 00:00:00+00:00,5786.5
2007-11-07 00:00:00+00:00,5782.35009765625
2007-11-08 00:00:00+00:00,5698.75
2007-11-12 00:00:00+00:00,5617.10009765625
2007-11-13 00:00:00+00:00,5695.39990234375
2007-11-14 00:00:00+00:00,5937.89990234375
2007-11-15 00:00:00+00:00,5912.10009765625
2007-11-16 00:00:00+00:00,5906.85009765625
2007-11-19 00:00:00+00:00,5907.64990234375
2007-11-20 00:00:00+00:00,5780.89990234375
2007-11-21 00:00:00+00:00,5561.0498046875
2007-11-22 00:00:00+00:00,5519.35009765625
2007-11-23 00:00:00+00:00,5608.60009765625
2007-11-26 00:00:00+00:00,5731.7001953125
2007-11-27 00:00:00+00:00,5698.14990234375
2007-11-28 00:00:00+00:00,5617.5498046875
2007-11-29 00:00:00+00:00,5634.60009765625
2007-11-30 00:00:00+00:00,5762.75
2007-12-03 00:00:00+00:00,5865.0
2007-12-04 00:00:00+00:00,5858.35009765625
2007-12-05 00:00:00+00:00,5940.0
2007-12-06 00:00:00+00:00,5954.7001953125
2007-12-07 00:00:00+00:00,5974.2998046875
2007-12-10 00:00:00+00:00,5960.60009765625
2007-12-11 00:00:00+00:00,6097.25
2007-12-12 00:00:00+00:00,6159.2998046875
2007-12-13 00:00:00+00:00,6058.10009765625
2007-12-14 00:00:00+00:00,6047.7001953125
2007-12-17 00:00:00+00:00,5777.0
2007-12-18 00:00:00+00:00,5742.2998046875
2007-12-19 00:00:00+00:00,5751.14990234375
2007-12-20 00:00:00+00:00,5766.5
2007-12-24 00:00:00+00:00,5985.10009765625
2007-12-26 00:00:00+00:00,6070.75
2007-12-27 00:00:00+00:00,6081.5
2007-12-28 00:00:00+00:00,6079.7001953125
2007-12-31 00:00:00+00:00,6138.60009765625
2008-01-01 00:00:00+00:00,6144.35009765625
2008-01-02 00:00:00+00:00,6179.39990234375
2008-01-03 00:00:00+00:00,6178.5498046875
2008-01-04 00:00:00+00:00,6274.2998046875
2008-01-07 00:00:00+00:00,6279.10009765625
2008-01-08 00:00:00+00:00,6287.85009765625
2008-01-09 00:00:00+00:00,6272.0
2008-01-10 00:00:00+00:00,6156.9501953125
2008-01-11 00:00:00+00:00,6200.10009765625
2008-01-14 00:00:00+00:00,6206.7998046875
2008-01-15 00:00:00+00:00,6074.25
2008-01-16 00:00:00+00:00,5935.75
